LengthOfScreenName,LengthOfDescriptionInUserProfile,DaysSinceCreation,NumberOfFollowings,NumberOfFollowers,Following/Followers Ratio,tweets_by_day,proportion_http,proportion_@,proportion_#,temps_moyen_entre_tweets,temps_max_entre_tweets,repetition_moyenne_tweets,Classe
0.8117744810988977,1.752052388873654,0.2917357999584984,-0.29344841739087457,-0.03959840932476489,-0.26945284219594373,-0.06773484210082656,-0.49468695101406757,1.5011817665958584,0.14891941343448056,-0.1501681561900012,-0.31737528349365823,-0.42329432394633715,0
0.08574367956607085,1.8483174486859493,2.5724298013335125,1.4859252463929802,0.22114614292429544,-0.21430381390314548,0.08901578221465833,0.5872942855382732,0.008111661716978054,-0.23070518894933825,-0.15294514271881118,-0.33362911252416216,-0.33624709841570377,0
0.8117744810988977,-1.0396343456829098,-0.8882984513329824,-0.29581492046812397,-0.05820616026227327,0.17693137073657955,0.032419096621102705,1.3294460993982087,-0.7257494183068425,-0.37664082820351596,-0.1472583545654872,-0.3280086664905012,1.992266184528739,1
-0.27727172120034255,-1.0396343456829098,-0.9306315186438875,-0.22316327599656616,-0.057301343620491677,0.4306422276473059,3.2978259075826197,0.34709034248128406,1.0207201973641922,-0.19203194391601763,-0.15303473755767358,-0.33254580595976574,-0.42329432394633715,1
1.174789881865311,-1.0396343456829098,-0.7612992494002669,-0.12140364367484019,-0.052580561141631205,0.05447646750090578,0.06016256995127702,0.13547550876593972,-0.7257494183068425,-0.37664082820351596,-0.1476601208968682,-0.33011351337675227,-0.37977071118102046,1
-2.0923487250324095,-1.0396343456829098,-0.835382117194351,-0.21488051522619311,-0.05659322624866261,0.2303708424692107,-0.30799332114013617,-0.2828400141166804,-0.3390801215333795,-0.33093085737821987,-0.13584576932620618,-0.2872711501766719,-0.42329432394633715,1
-1.0033025227331693,-1.0396343456829098,1.8898090909451675,-0.2979447732376485,-0.05600312843880505,-0.2094917287708232,-0.3171486673390937,0.6543910891643995,3.41686301349594,-0.37664082820351596,-0.12320620878193472,-0.26839155074405113,-0.07510542182380368,0
-0.27727172120034255,-1.0396343456829098,-0.6184251472259621,-0.3088306873929959,-0.05738002332847269,-0.22069882177636319,-0.23502798628177768,-0.41541861600348173,-0.2858175302536289,-0.04804164293419656,-0.13466260729280774,-0.2768718584186857,-0.37977071118102046,0
1.5378052826317246,-0.750839166246024,0.2335278324060038,-0.2856389572359514,-0.05604246829279555,-0.15928141942961885,-0.33795627233672443,-0.13234207786365623,0.3209780183328518,-0.3283398109036312,-0.01627499758557798,0.8447760305261057,-0.3449518209687671,1
0.08574367956607085,1.3477391376620138,0.005987595609888696,0.9501489497037067,0.132749491007633,-0.2124676235237067,-0.05275336650253241,1.070545268323249,-0.7257494183068425,-0.37664082820351596,-0.14615468752849065,-0.32677080330093183,-0.42329432394633715,1
