LengthOfScreenName,LengthOfDescriptionInUserProfile,DaysSinceCreation,NumberOfFollowings,NumberOfFollowers,Following/Followers Ratio,tweets_by_day,proportion_http,proportion_@,proportion_#,temps_moyen_entre_tweets,temps_max_entre_tweets,repetition_moyenne_tweets,Classe
-0.640287121966756,-0.6160680825088105,0.027154129265341265,-0.1682604046043791,-0.02830787122949025,-0.23076621040845838,0.253534579062592,-0.7769707185830504,1.3439839056189802,0.4082090260376678,-0.15094154061647694,-0.32094221349103436,-0.42329432394633715,0
0.08574367956607085,-0.6545741064337286,0.7468162735507287,0.08803187866173534,0.024210833847832552,-0.23076621040845838,0.3645084723832893,-0.6459375051469686,0.5769624169807375,-0.1102881122080323,-0.15261480173300945,-0.32631051787705917,-0.42329432394633715,0
-0.640287121966756,-0.19250181933471114,0.12240353071487783,-0.28611225785140126,-0.05773408201438723,0.05555285496471473,-0.3432275322694575,-0.8094678754182059,1.0660862833616516,-0.37664082820351596,-0.019059836962656656,1.002145417054604,-0.42329432394633715,1
1.174789881865311,0.42359456346397883,-0.5972586135705096,0.7177583475178115,0.10379535847062209,-0.21512693372841113,0.23106236566515087,0.324497537939893,-0.7257494183068425,-0.37664082820351596,-0.14912626191016,-0.3320925714768225,3.9290669525853312,1
0.8117744810988977,-0.750839166246024,0.32877723385554036,-0.2991280247762732,-0.055963788584814544,-0.21512693372841113,-0.11295670362901067,-0.7884260158337824,-0.2501387863050324,-0.2973911662851559,-0.14185401522535102,-0.3112347600570431,-0.42329432394633715,0
1.174789881865311,-1.0396343456829098,0.1435700643703304,-0.23830889569096256,-0.055570390044909504,-0.017641492574291963,-0.27470115314392696,-0.7999137337690626,0.6203043254005486,1.3838023515116198,-0.14710172531499513,-0.30956791762132774,-0.42329432394633715,0
-1.0033025227331693,-0.2502608552220883,2.032683193119472,-0.26008072400165744,-0.05092828727403004,-0.20562939728303825,-0.2708170668777026,-0.5113486680106304,1.240038081517013,-0.29575682855587915,-0.14547818292290138,-0.2858959346577974,-0.37977071118102046,0
-1.3663179234995828,-0.8278512140958602,2.926969240062343,-0.3017311781612476,-0.055963788584814544,-0.22519432236050632,-0.32685888300465465,0.35714481115660995,-0.6456850933459046,-0.30814859237370185,-0.08866723117618215,-0.21766200502031913,-0.42329432394633715,0
-0.27727172120034255,-0.6738271183961877,0.0694871965762464,-0.3078840861620961,-0.04742704026887518,-0.2741382935089943,0.015773012622998125,-0.8031684413638267,0.36318624921252085,-0.17601976625128424,-0.14957434947345305,-0.3185375605964642,-0.42329432394633715,0
0.08574367956607085,-1.0396343456829098,-0.3432602097050787,-0.28705885908230105,-0.05230518216369767,-0.23367878825170604,-0.1695533892225663,-0.6213100906517111,0.19771675368989922,-0.3114972542482525,-0.1419751866598229,-0.2602268431854175,-0.42329432394633715,0
0.08574367956607085,0.057787336177256676,-0.4914259452932467,-0.2906086136981752,-0.04073926509048951,-0.2669834827201468,0.3187317413885017,-0.7611258214437697,0.26941945995741384,-0.019139874665606328,-0.14883200271665029,-0.31179093827755594,-0.2491998728850704,0
0.44875908033248424,-1.0396343456829098,-0.7771741496418564,-0.2877688100054759,-0.05832417982424478,0.5691163090208419,-0.3307429692708791,-0.8094678754182059,0.0037239341332962125,-0.31095675247976984,-0.0006061849698275297,0.08387740661679921,-0.42329432394633715,0
-1.3663179234995828,-1.0396343456829098,-0.3432602097050787,-0.2981814235453734,-0.056750585664624625,-0.18264535908523602,-0.3174261020723954,-0.3498071857215856,0.6959315122414077,-0.2379421629155879,-0.06187269054208074,0.10603343728050381,-0.42329432394633715,0
0.44875908033248424,0.770148778788242,0.3393605006832667,-0.26292052769435675,-0.053485377783412794,-0.17371767482658557,-0.3501634006020011,-0.28276868797304444,-0.21189759148611464,-0.37664082820351596,0.41432313610211446,1.3203650986296378,-0.42329432394633715,0
0.44875908033248424,-1.0396343456829098,-0.9412147854716137,-0.31214379170114515,-0.058638898656168816,-0.2821162241231075,-0.3468341838023802,-0.8094678754182059,-0.7257494183068425,-0.37664082820351596,-0.13584576932620618,-0.2872711501766719,-0.42329432394633715,0
0.44875908033248424,0.2888234797267654,0.23881946581986696,-0.23546909199826324,-0.042588238228043196,-0.2291832876675629,-0.08243888296581893,-0.6265388553455469,0.7632363291801645,0.03285758497677002,-0.13948226278499004,-0.21487321686391408,-0.42329432394633715,0
-0.27727172120034255,-0.4235379628842199,0.46106806920211896,-0.3145102947783946,-0.05797012113833025,-0.25400351624480394,-0.34017575020313834,-0.5792686245518065,-0.5668982648035251,-0.30064800170645944,0.10728116949377396,1.0801674628903062,-0.42329432394633715,0
0.8117744810988977,1.039690946262669,0.5457342038239292,-0.2818525523123523,-0.04372909399376781,-0.257802530822953,1.34662742827146,-0.7500957094556712,0.688619026729154,-0.23162594576025872,-0.1525984270308845,-0.32203792971146655,-0.42329432394633715,0
0.8117744810988977,-1.0396343456829098,-0.9623813191270664,-0.2974714726221986,-0.0565145465406816,-0.189990120602991,-0.32463940513824074,-0.8094678754182059,-0.7257494183068425,-0.37664082820351596,-0.13584576932620618,-0.2872711501766719,-0.42329432394633715,0
-1.3663179234995828,-0.15399579540979302,-0.427926344326889,-0.3059908837002966,-0.05718332405852017,-0.20879524276482922,-0.23697002941488987,-0.5749343265132234,3.3814108969080983,-0.25682030217978913,-0.13805953542268404,-0.2900258117789785,-0.42329432394633715,0
0.8117744810988977,-1.0396343456829098,0.021862495851478123,-0.3104872395470705,-0.05741936318246319,-0.23266571769753294,-0.23308594314866546,-0.5231136016890816,-0.5075337687164325,-0.3245314614626781,-0.14242688202421938,-0.31818162909834696,-0.1403908409717787,0
1.5378052826317246,-0.44279097484667895,1.360645749558853,-0.2827991535432521,-0.05411481544726086,-0.20461632672886515,-0.33018809980427555,-0.3697248799889173,0.19187391106332197,-0.32391111185861954,0.0023976099136248687,4.133689683356158,-0.37977071118102046,0
