LengthOfScreenName,LengthOfDescriptionInUserProfile,DaysSinceCreation,NumberOfFollowings,NumberOfFollowers,Following/Followers Ratio,tweets_by_day,proportion_http,proportion_@,proportion_#,temps_moyen_entre_tweets,temps_max_entre_tweets,repetition_moyenne_tweets,Classe
-0.6722850834692549,-0.5333498880479502,0.40340116485721444,0.19851962258559575,0.6128235137785009,-0.7477872420248078,1.427272697472857,-1.185217753575321,1.467908605255539,1.6051151476795662,-0.8156290075944053,-0.7948536010031074,-0.6768977576396316,0
0.03159385023821048,-0.5877496352604342,1.039166589204421,1.2812351793499197,1.7703163687296868,-0.7477872420248078,1.5593449791920204,-0.8414774994291245,1.0502188442825395,0.6541218237329101,-0.8575024939263235,-0.8524050036334965,-0.6768977576396316,0
-0.6722850834692549,0.01144709985163248,0.5111557373635027,-0.7403680566041613,-0.7650016367416066,1.3740526544272367,-1.0135014645712976,-1.2754429993576935,1.34221116648786,-0.8465884471933256,1.2332674619775212,2.0670213366311128,-0.6768977576396316,1
1.2062704073195167,0.6206973172843473,-0.5935423597199522,1.9553220903858382,2.2970066818932744,-0.5499689589658479,1.3952246410908173,0.7724332751148908,-1.0779634289820816,-0.8465884471933256,-0.7707935155310995,-0.9155453104776655,2.095019623351846,1
0.801629207854509,-0.7271380349345874,0.7144874746406741,-0.8674457180748942,-0.6590322084392269,-0.5499689589658479,0.47429299140026454,-1.2167953010733448,0.07134661278547172,-0.2811359370772038,-0.5972090691627174,-0.693355658921933,-0.6768977576396316,0
1.2062704073195167,-1.1734625735631232,0.5337752997091695,-0.31578397422928534,-0.635951383305498,1.0676763732776908,-0.4650805421815157,-1.2487103217140139,1.0810060704422382,1.9365103823309036,-0.7215074566969815,-0.6762561160606576,-0.6768977576396316,0
-1.0050309774509956,-0.05683954571668228,1.676150809006394,-0.5011951032664486,-0.3759474282983704,-0.4359578505969533,-0.436967793789382,-0.5214542137676298,1.4234757865554246,-0.2706639068604847,-0.6825236941339488,-0.4434950804687755,-0.35518111735013214,0
-1.328680394876794,-0.8420790540614738,1.9665487126329912,-0.8934801867010574,-0.6590322084392269,-0.6758397633634987,-0.8731469575141928,0.8036072245570417,-0.8478151369422072,-0.3512126277256558,0.41619483723854117,0.13025321975480625,-0.6768977576396316,0
-0.3280472982518366,-0.6152417342009655,0.4525546419448989,-0.9558501953007529,-0.19417246331406712,-1.3671924944133442,0.9457060047230212,-1.257797721200619,0.8788135242154236,0.38142746891339196,-0.7818039271878399,-0.7694048031764733,-0.6768977576396316,0
0.03159385023821048,-1.1734625735631232,-0.12565018178469356,-0.749438116994952,-0.4507425736793564,-0.7860569616148494,0.19577375697776522,-0.7804328403294838,0.7177173852942442,-0.3734376839607589,-0.6000238329402686,-0.21146125406787242,-0.6768977576396316,0
0.03159385023821048,0.2838874926000272,-0.38810429727143386,-0.7836894827643575,0.12165140206922673,-1.2574334698879115,1.5096175407068082,-1.1419464379332651,0.7911563183766939,0.950208254703055,-0.7635831643250051,-0.6990825420786502,0.41380428946426845,0
0.4092051399047589,-1.1734625735631232,-0.9773718110603626,-0.7562582074331364,-0.801102939228061,2.098403942882463,-0.905900760119729,-1.2754429993576935,0.48347253961576614,-0.3698370568144841,1.3813296589577047,1.4502903937757565,-0.6768977576396316,0
-1.328680394876794,-1.1734625735631232,-0.12565018178469356,-0.8580302677017241,-0.7057013913556833,-0.178192593700276,-0.7950051601067186,-0.18069951558985475,1.1320387819418458,0.0714624797538965,0.7866853894904039,1.496970417412586,-0.6768977576396316,0
0.4092051399047589,0.8937856661238405,0.7239878162918277,-0.5263431818654841,-0.5163939919512166,-0.08467507538914462,-1.0748320286058781,-0.052927063675477205,0.14190833550435197,-0.8465884471933256,2.280132396655528,2.1017302549466157,-0.6768977576396316,0
