UserID,TweetID,Tweet,CreatedAt,Classe
28972226,15062367984,173332. Get your FREE Apple iPad 3G on us! http://tinyurl.com/2cnupwk,2010-05-30 15:20,1
28972226,15110419324,173334. I think it is good way to increase your followers. http://tinyurl.com/s2321d2,2010-05-31 9:21,1
28985607,1496336062,"@Windbaron ""I heard Noah had subcontractors come in from Athens."" Yeah :) Noah is still the man for sure.",2009-04-11 5:04,1
28985607,1500282551,"“If someone is going down the wrong road, he doesn't need motivation to speed him up. What he needs is education to turn him around”",2009-04-11 20:03,1
28985607,1502494253,Happy Easter!,2009-04-12 6:30,1
28985607,1503090307,“Happiness is not something you postpone for the future; it is something you design for the present.”,2009-04-12 9:30,1
28985607,1506416370,Good Night Twitterland!,2009-04-12 20:40,1
28985607,1508142225,"“If someone is going down the wrong road, he doesn't need motivation to speed him up. What he needs is education to turn him around”",2009-04-13 4:00,1
28985607,1508158482,@newtwitts Thanks For The Complement!,2009-04-13 4:06,1
28985607,1515567760,“Formal education will make you a living; self-education will make you a fortune.”,2009-04-14 4:14,1
28985607,1521057632,Chewing Up My Daily Sun Chlorella Tablets For My Health. I Love These Things. I Need to Reorder Some. Here is my source http://bit.ly/4bwlO9,2009-04-14 19:04,1
28985607,1524020499,@GeneWolff yes that Youtube Symphony Orchestra is pretty amazing concept. Web 2.0 at its finest,2009-04-15 3:50,1
28985607,1524030358,@GSArticles I just think it is funny seeing a floppy disk recovery article in 2009,2009-04-15 3:53,1
28985607,1524038431,@OnMoneyMaker It's only a matter of time before we see ads on Twitter for sure. 35 Million has been raised so far for implementation,2009-04-15 3:55,1
28985607,1524040303,@googlegirlaloo Yes. I am Perpetual!,2009-04-15 3:56,1
28985607,1524042525,"@Mike_Wesely Love This ----- When you come to the end of your rope, tie a knot and hang on."" ~Franklin D. Roosevelt",2009-04-15 3:57,1
28985607,1524063229,@melekh Great Article - Be honest. Give 110% and make a difference. You will get out of the Internet what you contribute to it.,2009-04-15 4:03,1
28985607,1524087281,"“You cannot change your destination overnight, but you can change your direction overnight”",2009-04-15 4:11,1
28985607,1529803325,Wow. Remove A Tattoo http://bit.ly/15HVwU  I Don't Have A Tattoo but I Think It is Neat To Share This Info. Heard A Radio Ad Today On This,2009-04-15 19:40,1
28985607,1532486659,“Happiness held is the seed; happiness shared is the flower”,2009-04-16 4:20,1
28985607,1536604629,"“Failure is not a single, cataclysmic event. You don't fail overnight. Instead, failure is a few errors in judgement, repeated every day.”",2009-04-16 15:48,1
28985607,1540760207,“We're so busy watching out for what's just ahead of us that we don't take time to enjoy where we are.”,2009-04-17 4:00,1
28985607,1548324867,“If you only do what you know you can do- you never do very much.”,2009-04-17 22:38,1
28985607,1550600936,Good Morning! Gorgeous Morning in North Carolina. Heading Outside To Do Some Yard Work And Finally Feed The Birds For Spring.,2009-04-18 8:38,1
28985607,1558164784,“To move ahead you need to believe in yourself...have conviction in your beliefs and the confidence to execute those beliefs.”,2009-04-19 9:29,1
28985607,1564193819,"“If you don't know where you are going, any road will get you there.”",2009-04-20 4:15,1
28985607,1570690068,In Order To Change Your Life...You Must Change Your Life     http://iwantgdi.com,2009-04-20 19:48,1
28985607,1570838716,"Bought ""Air Sharing"" For My iPhone Today. Best Money Sour spent. Turns Your iPhone into a wireless usb drive. Plays Videos, MP3, etc.",2009-04-20 20:06,1
28985607,1574502079,“Courage is going from failure to failure without losing enthusiasm.”,2009-04-21 7:37,1
28985607,1577897994,"@HarmonC ""Hey Dustin, I absolutely love the positive quotes that you share. Thanks!""  Thanks HarmonC  Giving Content Without Expecting Back",2009-04-21 14:49,1
28985607,1578048141,Frank Kern is absolutely amazing. What you see is what you get. I suggest anyone in marketing to check out his stuff for sure.,2009-04-21 15:07,1
28985607,1583283048,“He who knows best knows how little he knows”,2009-04-22 4:03,1
28985607,1583958302,Happy Earth Day!  Love The Earth - It Will Love You Back,2009-04-22 6:54,1
28985607,1589524005,“The greatest barrier to success is the fear of failure.”,2009-04-22 18:59,1
28985607,1592840382,“Don't let someone else's opinion of you become your reality.”,2009-04-23 4:23,1
28985607,1592847191,I Am So Excited This Morning. Our Webmasters Create A New 4 Minute Video Released This Afternoon! Please Watch ..  http://iwantgdi.com,2009-04-23 4:25,1
28985607,1592918170,John Reese is at it again!  (Must-see Video.)  http://bit.ly/15Mkia,2009-04-23 4:46,1
28985607,1602486162,"“If we're growing, we're always going to be out of our comfort zone.”",2009-04-24 4:57,1
28985607,1620741195,“Face what you fear most and conquer fear.”,2009-04-26 9:46,1
28985607,1627678125,"“If we let go of things, our life is going to change. And the reality is that we are actually more afraid of change than we are of death.”",2009-04-27 4:39,1
28985607,1632821825,Awesome weather here in NC. Sun is shinning. Water is sparkling. Nice warm Breeze. Doesn't get better than this.,2009-04-27 16:33,1
28985607,1637467566,“Slowing down is sometimes the best way to speed up.”,2009-04-28 3:53,1
28985607,1647399572,"Remember, It is Net""Work"" NOT Net""Wish"", Net""Play"", Net""Pray"", Net""Try"", Net""Hope"", Net""Complain"", Net""Lazy"", .....Treat This As A Business",2009-04-29 3:50,1
28985607,1652385942,@barefoot_exec Gotta Love The Simple Pleasures For Sure.,2009-04-29 15:34,1
28985607,1657540659,Good Morning Everyone!,2009-04-30 4:12,1
28985607,1657551980,"We are human “beings”, not human “doings”. The doing is the demonstration of our being and this is an awesome responsibility.”",2009-04-30 4:15,1
28985607,1659787294,Welcome to twtad!,2009-04-30 10:23,1
28985607,1659816795,"There's now a petition to add a retweet button to Twitter , Lets start a movement #retweet http://tinyurl.com/cw7p4n",2009-04-30 10:26,1
28985607,1660954398,"Discover the best users to follow on twitter, as recommended by the community! http://tinyurl.com/dkk954",2009-04-30 12:30,1
28985607,1660971960,Hope Everyone is Having a Fantastic Day!,2009-04-30 12:32,1
28985607,1661773905,Just Remember That Quitting Is The Worst Thing To Do.,2009-04-30 14:02,1
28985607,1661792149,Google: Jim Rohn and The Story Of The Grass Sew'er - This Changed My Way Of Thinking,2009-04-30 14:04,1
28985607,1661799138,Listening To Satellite Radio Channel 36 The Beat... I Love It. Best For Motivation,2009-04-30 14:05,1
28985607,1663891523,@avonbrown101 Mike Dilliard is Great,2009-04-30 18:12,1
28985607,1663950024,Check out the Hottest New Smartphones on the Market! http://tinyurl.com/c9jjft,2009-04-30 18:19,1
28985607,1667961474,TGIF,2009-05-01 4:58,1
28985607,1667965910,“Everything that happens in your life is beautiful”,2009-05-01 5:00,1
28985607,1672356594,It Is Not The Wind That Determines You Destination. It Is The Set Of The Sail.,2009-05-01 15:02,1
28985607,1672367552,What Do You Think Of Our New Video? http://my.ws/iwantgdi,2009-05-01 15:04,1
28985607,1672426619,I Love Life!!,2009-05-01 15:10,1
28985607,1672706440,2 Internet Marketers reveal inside secrets to increase your profits by 456% for Free! http://tinyurl.com/dgaotb,2009-05-01 15:44,1
28985607,1672907641,4x the Sales? Hell Yea! Free Info Here: http://tinyurl.com/dmv7o6,2009-05-01 16:07,1
28985607,1678168022,Good Morning Twitter World.,2009-05-02 7:46,1
28985607,1678183789,Just Remember If You Think You Can or If You Think You Can't.....You Are Right!  I Personally Know You All Can! Just Change Your Perception.,2009-05-02 7:49,1
28985607,1678648885,“Don't ever cry over things that can't cry over you.”,2009-05-02 9:20,1
28985607,1678652699,"“If you live in America and you do not own your own business, you have given up your right to be free.”",2009-05-02 9:21,1
28985607,1678935899,Looks Like The Rain is Moving Out...Sunshine Moving In.....,2009-05-02 10:06,1
28985607,1679151777,This free information is fantastic! I would have paid $50  for this! http://tinyurl.com/c333q8,2009-05-02 10:39,1
28985607,1679168529,"Wow, love the launch tree leaked chapter, I'm amazed they're giving away this information for free! http://tinyurl.com/ddf392",2009-05-02 10:42,1
28985607,1690804093,How is Everyone This Afternoon?,2009-05-03 18:25,1
28985607,1690827850,RT @thedupreeforeve I’m not going to die because I failed as someone else.I’m going to succeed as myself.,2009-05-03 18:28,1
28985607,1690846938,RT @the1stand2nd The greatest discovery of any generation is that a human being can alter his life by altering his attitude.,2009-05-03 18:30,1
28985607,1690851392,"RT @Julian_Miller It is better to have enough ideas for some of them to be wrong, than to be always right by having no ideas at all.",2009-05-03 18:31,1
28985607,1690853823,"RT @dadtospace Bite off more than you can chew, then chew it.",2009-05-03 18:31,1
28985607,1690857242,"RT @WealthCruiser Forget your past mistakes,focus on your successes encouraging yourself to greater achievements in the future",2009-05-03 18:32,1
28985607,1691035362,"$38,000 paid out so far to Hummingbird Affiliates in 2 months!! Now thats how you monetize Twitter http://tinyurl.com/ctuvgy",2009-05-03 18:56,1
28985607,1691043205,"Make $5,000 per month posting links on Twitter and Google http://tinyurl.com/d9xss9",2009-05-03 18:57,1
28985607,1704564585,RT @utimatefundz The most important single ingredient in the formula of success is knowing how to get along with people.,2009-05-05 3:56,1
28985607,1704568758,@Ross5551 GDI Rocks!,2009-05-05 3:57,1
28985607,1704573344,Good Morning!,2009-05-05 3:58,1
28985607,1704577375,RT @holsGee Believe that life is worth living and your belief will help create the fact. ---William James,2009-05-05 3:59,1
28985607,1715106665,Good Morning!,2009-05-06 3:55,1
28985607,1715108282,"RT @daleandvanessa1 Good character is more to be praised than outstanding talent. Most talents are, to some extent, a gift.",2009-05-06 3:55,1
28985607,1715109875,"RT @ExtremelyRich ""Success in life has nothing to do with what you gain in life or accomplish for yourself. It's what you do for others.""",2009-05-06 3:55,1
28985607,1715111340,"RT @Lotay ""When you realize there is nothing lacking, the whole world belongs to you."" ~ Lao Tzu",2009-05-06 3:56,1
28985607,1715112811,"RT @TheWealthyOne When you seek to make a difference, kindness is a great place to start",2009-05-06 3:56,1
28985607,1715115123,"RT @dadtospace Success has a simple formula: do your best, and people may like it. --Sam Ewing",2009-05-06 3:57,1
28985607,1720955366,Hope Everyone Is Having A Fantastic Day!,2009-05-06 16:50,1
28985607,1720964908,You Are What You Think!,2009-05-06 16:51,1
28985607,1720987087,Listening To Black Belt Recruiting From Mike Dillard. Wow. This is Top Notch Material. Excellent For Your Newbies or Negative Skeptics.,2009-05-06 16:54,1
28985607,1725718480,Good Morning!,2009-05-07 4:26,1
28985607,1736239310,"“Courage is the discovery that you may not win, and trying when you know you can lose.”",2009-05-08 5:00,1
28985607,1754983067,Good Morning!,2009-05-10 9:56,1
28985607,1754988935,Happy Mother's Day to All The Mother's in Twitter Land.,2009-05-10 9:57,1
28985607,1755037398,"Did you know, there are nearly 9 million costomers on Twitter? This is how you reach them, r ad. http://twtad.com/59073",2009-05-10 10:05,1
28985607,1761787350,Only Floss The Teeth You Want To Keep.,2009-05-11 4:37,1
28985607,1761791905,Profits Are Better Than Wages,2009-05-11 4:38,1
28985607,1761805962,RT @mumistheworld Defeat is not the worst of failures. Not to have tried is the true failure.,2009-05-11 4:41,1
28985607,1761808675,"RT @ExtremelyRich ""The man who moved a mountain was the one who began carrying away small stones."" - Chinese Proverb",2009-05-11 4:42,1
28985607,1768397464,“In golf as in life it is the follow through that makes the difference.”,2009-05-11 19:15,1
28985607,1768400845,"“When you smile at someone, nine times out of 10 the other person will smile back and you've made two people's days brighter and better.”",2009-05-11 19:16,1
28985607,1782921315,"“I didn't fail the test, I just found 100 ways to do it wrong”",2009-05-13 4:33,1
28985607,1782931427,"“By failing to prepare, you are preparing to fail.” http://iwantgdi.com",2009-05-13 4:35,1
28985607,1785090622,RT @tuiistheworld Success is getting what you want. Happiness is wanting what you get. --Dale Carnegie,2009-05-13 10:06,1
28985607,1785121830,"RT @sonotony Accept failure as a normal part of living. View it as part of the process of exploring your world; make a note...and move on.""",2009-05-13 10:09,1
28985607,1793275497,Good Morning,2009-05-14 4:03,1
