UserID,proportion_@,proportion_http,proportion_#,repetition_moyenne_tweets,temps_moyen_entre_tweets,temps_max_entre_tweets
100000937,0.0,0.0,0.0,0.0,,
100012004,0.0,0.09690476190476191,0.0,0.99,74303.328,2678398.0
100012373,0.10083333333333333,0.026217948717948716,0.011538461538461539,0.0,29757.554838709675,644997.0
100017172,0.0,0.06411764705882353,0.0,0.0,51600.25,218590.0
100018787,0.0,0.0,0.0,0.0,,
100024399,0.0,0.06,0.0,0.0,,
100024430,0.0,0.06,0.0,0.4,368682.25,547580.0
100024549,0.0,0.076,0.0,0.6,346137.0,548120.0
100025528,0.00035714285714285714,0.10607142857142858,0.0,0.43,143134.8148148148,3055464.0
100038003,0.019523809523809527,0.0880952380952381,0.0035714285714285718,0.0,149549.17073170733,1584176.0
100050274,0.0,0.0,0.0,0.0,183249.0,183249.0
100050796,0.15173913043478263,0.04028985507246377,0.015507246376811595,0.18,3431.4598540145985,83248.0
100051613,0.0,0.0,0.0,0.0,,
100058834,0.019411764705882354,0.00803921568627451,0.00803921568627451,0.0,30908.38,187115.0
100059744,0.0,0.07,0.0,0.0,,
100070266,0.0,0.05666666666666667,0.0,0.0,308514.5,607182.0
100076521,0.0,0.0,0.0,0.0,,
100077635,0.11910256410256412,0.016025641025641024,0.08935897435897436,0.0,217928.62337662338,9186610.0
100079754,0.0,0.0,0.0,0.0,,
100080946,0.0,0.0,0.0,0.0,,
100081808,0.0,0.0,0.0,0.0,,
100082754,0.0,0.08875,0.0,0.75,30398.866666666665,142660.0
100083010,0.0,0.0,0.0,0.0,,
100099197,0.0,0.08666666666666667,0.0,0.33,2159004.0,9047526.0
100101783,0.0,0.20325,0.0,1.0,26393.120603015075,46839.0
100103815,0.0,0.11400000000000002,0.0,0.0,1878084.0,3856576.0
100105043,0.0,0.08663551401869159,0.0,0.94,9333.509433962265,39611.0
100106035,0.0,0.07285714285714286,0.0,0.43,2878299.1666666665,12987093.0
100106819,0.0,0.008870967741935484,0.0,0.95,257364.83606557376,13340315.0
100108203,0.014545454545454545,0.0,0.0,0.0,90377.0,1061975.0
100108840,0.028333333333333335,0.07833333333333334,0.0,0.0,3084111.2000000007,7909304.0
100109713,0.004545454545454545,0.10490909090909092,0.006909090909090909,0.85,139093.90740740742,4904964.0
100111040,0.0,0.084,0.0,0.0,1877705.25,2911882.0
100111868,0.04005,0.1344,0.0025,0.58,16900.52261306533,86283.0
100117609,0.0,0.10707692307692307,0.0,0.86,3205.71875,10787.0
100117977,0.0002,0.051000000000000004,0.0127,0.0,1329.3266331658292,16016.0
100118861,0.74,0.01975,0.01975,0.24,1197.0100502512562,21623.0
10012132,0.02591194968553459,0.010314465408805032,0.07748427672955975,0.0,406132.253164557,24124328.0
100132065,0.0,0.0,0.25,0.0,,
100132919,0.0,0.11958333333333332,0.007500000000000001,0.0,5045.549295774648,148251.0
100138878,0.335,0.02,0.0,0.0,85169.33333333333,169492.0
100139169,0.0074285714285714285,0.09685714285714286,0.012000000000000002,0.71,241518.4705882353,4994967.0
100140434,0.0,0.05605,0.0006,0.72,559.2663316582915,19201.0
100151389,0.15545,0.019299999999999998,0.0217,0.0,7468.834170854271,383835.0
100152458,0.192,0.038,0.0,0.0,82599.52272727272,2453986.0
100154669,0.007692307692307693,0.06461538461538462,0.0,0.0,14203.583333333334,73865.0
100165525,0.01125,0.05173076923076923,0.003076923076923077,0.63,2648.6893203883496,10805.0
100165793,0.0,0.05586538461538462,0.0010576923076923077,0.15,9284.699029126214,103802.0
100169330,0.0,0.06547738693467338,0.0,0.42,7055.363636363636,37206.0
100177134,0.0,0.056842105263157895,0.0,0.10999999999999999,4478.611111111111,11085.0
100178652,0.033035714285714286,0.07095238095238095,0.003869047619047619,0.44,75373.78443113773,1529375.0
100179889,0.0,0.0,0.0,0.0,62310.0,62310.0
100180963,0.16533333333333333,0.009666666666666667,0.0,0.0,637680.5862068966,4369380.0
100181929,0.0,0.0,0.0,0.0,,
100190895,0.0,0.10785,0.00055,0.06,10521.728643216082,50050.0
100193026,0.013428571428571429,0.12028571428571429,0.002,0.0,15440.852941176472,124431.0
100193693,0.0,0.0,0.0,0.0,70243.09090909091,173460.0
100193991,0.007857142857142858,0.013214285714285715,0.0071428571428571435,0.0,15407.074074074075,146130.0
100197431,0.006750000000000001,0.06625,0.0,0.46,8708.130653266331,972852.0
100201092,0.00485,0.0688,0.0,0.46,5023.417085427136,30582.0
100204297,0.0085,0.0185,0.0,0.0,1359.7894736842106,23806.0
100204859,0.0,0.11365,0.004549999999999999,0.56,80577.41708542714,716719.0
100206322,0.0,0.0,0.0,0.0,,
100207598,0.0,0.05205,0.0,0.92,673.8291457286432,7171.0
10020872,0.08555555555555557,0.053282828282828286,0.006818181818181819,0.01,4391.61421319797,132788.0
100211631,0.0015,0.06335,0.00545,0.14,4794.386934673367,69429.0
100219950,0.0,0.15475000000000003,0.30985,0.81,527.9899497487437,48973.0
100220014,0.0,0.122,0.0,0.0,237790.75,345603.0
100220316,0.0,0.2081818181818182,0.0,0.0,130744.3,518459.0
100220329,0.0,0.11166666666666668,0.0,0.0,190863.0,392576.0
100220526,0.0,0.218,0.0,0.0,84911.57142857143,141431.0
100220542,0.0,0.195,0.0,0.0,223294.0,334982.0
100221404,0.0,0.12666666666666668,0.0,0.0,194717.5,388927.0
100221454,0.0,0.2025,0.0,0.0,103373.33333333333,147717.0
100221673,0.0,0.17666666666666667,0.0,0.0,299017.0,572643.0
100221906,0.0,0.0925,0.0,0.0,290187.0,572518.0
100222127,0.0,0.23133333333333334,0.0,0.13,89129.71428571429,175246.0
100223078,0.0,0.1825,0.0,0.0,50561.333333333336,151325.0
100223617,0.0,0.12010752688172043,0.0,0.09,36164.760869565216,345602.0
100224323,0.0,0.1667741935483871,0.001075268817204301,0.0,18393.086486486485,86478.0
100224809,0.0,0.1380769230769231,0.0,0.0,18490.24,64808.0
100224854,0.0,0.12,0.0,0.0,52078.36363636364,237655.0
100225054,0.0,0.1625,0.0,0.0,79369.66666666667,200191.0
100225568,0.0,0.12363636363636364,0.0,0.0,70268.6,102017.0
100225645,0.0,0.14266666666666666,0.0,0.0,73341.21428571429,108059.0
100225908,0.0,0.13356164383561644,0.0,0.0,15459.222222222223,75596.0
100226633,0.0,0.13673076923076924,0.0,0.0,20550.980392156864,86399.0
100226848,0.0,0.146,0.0,0.0,55263.666666666664,97905.0
100227117,0.0,0.13625,0.0,0.0,65026.26666666667,98547.0
100227350,0.0,0.15,0.0,0.0,405136.85714285716,2138387.0
100227651,0.0,0.22285714285714286,0.0,0.0,163887.33333333334,324186.0
100228926,0.0,0.165,0.0,0.0,3334.0,3334.0
100228955,0.0,0.148,0.0,0.0,195667.44444444444,777589.0
100229228,0.03797979797979798,0.027676767676767678,0.0651010101010101,0.13,55707.21319796954,2702834.0
100229595,0.0,0.17666666666666667,0.0,0.0,414.0,631.0
100229951,0.0,0.15727272727272726,0.0,0.0,848938.4,2937509.0
100230547,0.0,0.25,0.0,0.0,,
100230841,0.0,0.17250000000000001,0.0,0.0,187.66666666666666,329.0
100231120,0.0,0.12000000000000001,0.0,0.0,218.0,327.0
100231271,0.0,0.01391959798994975,0.0,0.99,131.88888888888889,938.0
100231701,0.0,0.16,0.0,0.0,54.0,54.0
100232516,0.0,0.14440476190476192,0.0013095238095238095,0.0,26937.216867469884,75589.0
100233721,0.0,0.1437037037037037,0.003333333333333333,0.0,105539.19230769231,809767.0
100234346,0.0,0.1482857142857143,0.0007142857142857143,0.0,30530.768115942028,140343.0
100234674,0.0,0.1213888888888889,0.0,0.0,20072.885714285716,53933.0
100234966,0.0,0.14441441441441444,0.0,0.0,24844.836363636365,1166445.0
100235772,0.028394160583941605,0.05357664233576642,0.0,0.029999999999999995,80910.55147058824,2100392.0
100236996,0.0,0.1559090909090909,0.0,0.0,63821.0,366900.0
100237267,0.0,0.1468,0.0,0.0,16763.69387755102,129600.0
100237699,0.0,0.12207792207792208,0.0,0.0,19980.183006535946,97195.0
100248949,0.0,0.12860000000000002,0.0,0.2,872.4221105527638,50916.0
100251973,0.0,0.0496,0.0,0.0,3780.969849246231,61350.0
100252745,0.02672897196261682,0.11495327102803739,0.019906542056074766,0.0,47635.50943396227,1204614.0
100253086,0.0,0.066,0.0,0.2,168201.44444444444,289655.0
100254481,0.0,0.06294117647058824,0.0,0.06,48941.242424242424,289654.0
100255462,0.0012,0.05425,0.012549999999999999,0.0,1890.4020100502512,90545.0
100257472,0.0,0.1011627906976744,0.0,0.91,13074.5,83584.0
100258455,0.0027,0.07945,0.0017499999999999998,0.18,1341.8140703517588,6760.0
100258854,0.0,0.05153846153846154,0.0,0.15,200681.66666666666,513494.0
100268246,0.014000000000000002,0.027000000000000003,0.004,0.0,48897.88888888889,351445.0
100270602,0.00095,0.15055000000000002,0.00035000000000000005,0.02,4359.603015075377,121097.0
100271514,0.105,0.008787878787878787,0.009696969696969697,0.0,7289.38578680203,169149.0
100273157,0.00135,0.078,0.0003,0.4,43142.934673366835,516640.0
100274546,0.0,0.00864406779661017,0.0,0.86,23591.94017094017,130533.0
100275785,0.0,0.06962962962962964,0.061481481481481484,0.15,89342.96153846153,426051.0
100276789,0.0,0.09294117647058824,0.0,0.82,23805.9375,86434.0
100277549,0.0049,0.032600000000000004,0.0055000000000000005,0.14,18803.27638190955,208081.0
100279815,0.0,0.11789999999999999,0.0,0.99,1193.964824120603,2402.0
100279955,0.0,0.0873056994818653,0.0,0.04,30629.1875,210664.0
100280290,0.0,0.10142857142857144,0.0,0.71,23765.846153846152,86438.0
100299184,0.0,0.08465,0.014450000000000001,0.03,24890.62814070352,100743.0
100300482,0.003608247422680412,0.022164948453608245,0.0,0.02,2106.9119170984454,72596.0
100304288,0.11244444444444446,0.011777777777777778,0.04577777777777778,0.0,309426.4318181818,4949554.0
100306569,0.04095477386934673,0.05502512562814071,0.0004020100502512563,0.3,938.2878787878788,10582.0
100308908,0.006206896551724138,0.09241379310344829,0.03672413793103448,0.0,13510.578947368422,237249.0
100312301,0.08,0.0,0.0,0.0,36390.36363636364,337421.0
100316662,0.12293333333333334,0.011333333333333334,0.0041333333333333335,0.0,4916.8378378378375,316025.0
100323194,0.0,0.0,0.0,0.0,65072.0,70082.0
100328618,0.0,0.019761904761904765,0.01904761904761905,0.05,224332.65853658537,1636178.0
100337843,0.0,0.0,0.0,0.0,100850.23529411765,285671.0
100338181,0.0,0.09999999999999999,0.051666666666666666,0.0,529988.4,1500518.0
100341978,0.0,0.198,0.0,0.0,4689.666666666667,14448.0
100349202,0.08743362831858408,0.09743362831858407,0.0,0.98,9.74107142857143,44.0
100350854,0.06073394495412844,0.09385321100917432,0.04651376146788991,0.98,8.675925925925926,39.0
100352585,0.012204724409448819,0.11330708661417323,0.0,1.0,9.246031746031745,40.0
100354678,0.05305555555555556,0.037222222222222226,0.15694444444444444,0.0,49741.54285714286,759453.0
100357132,0.006134020618556701,0.05798969072164949,0.23185567010309277,0.6599999999999999,48970.18652849741,8072748.0
100358038,0.0036363636363636364,0.07431818181818182,0.0011363636363636365,0.64,7536.930232558138,21611.0
100372616,0.0016666666666666666,0.11925925925925927,0.021296296296296296,0.0,26001.56603773585,122870.0
100373031,0.0,0.09385,0.0,1.0,3186.638190954774,7175.0
100377159,0.0,0.08428571428571428,0.0,0.38,25028.950000000004,86451.0
100377516,0.0,0.054615384615384614,0.0,0.87,54565.71052631578,86543.0
100381621,0.01425,0.09985,0.00085,0.17,5638.0,21139.0
100387449,0.0,0.055357142857142855,0.0,0.52,712.2871794871795,9573.0
100391280,0.0342,0.10710000000000001,0.00205,0.17,5455.643216080402,20610.0
100392066,0.0,0.07,0.0,0.0,5287.333333333333,15775.0
100399970,0.0029842931937172777,0.12397905759162303,0.0,0.02,585.6842105263158,3200.0
100404420,0.0007500000000000001,0.00905,0.00295,0.01,755.7839195979899,7367.0
100410475,0.0,0.1869,0.0,0.7,531.3668341708543,5605.0
100415148,0.021666666666666667,0.11716666666666667,0.0,0.2700000000000001,29443.542372881355,1005603.0
100417591,0.0003,0.0512,0.00055,0.05,3260.678391959799,20023.0
100418964,0.0020408163265306124,0.05229591836734694,0.007295918367346939,0.03,2076.702564102564,22846.0
100420158,0.0,0.0071428571428571435,0.0,0.0,9207.666666666666,54905.0
100420878,0.0,0.13227848101265824,0.002531645569620253,0.8,76226.74522292994,717686.0
100424564,0.01872340425531915,0.06319148936170213,0.001276595744680851,0.0,58661.76086956521,734390.0
100433579,0.0007500000000000001,0.046150000000000004,0.0,0.98,1447.3065326633164,4222.0
100434169,0.074822695035461,0.014042553191489362,0.008794326241134751,0.01,85501.17142857143,5154189.0
100436746,0.001282051282051282,0.11794871794871796,0.001282051282051282,0.0,67572.5,1941589.0
100436855,0.010353535353535353,0.03368686868686869,0.009545454545454546,0.11,7442.472081218275,37200.0
100441582,0.14666666666666667,0.013333333333333334,0.0,0.0,534319.0,2435379.0
100442482,0.0,0.046363636363636364,0.022727272727272728,0.0,173345.6,860670.0
100444418,0.11171428571428572,0.05971428571428572,0.0,0.060000000000000005,121462.47058823529,3121131.0
100445154,0.07,0.0,0.0,0.0,152799.0,152799.0
100462793,0.0,0.1094,0.0,1.0,4631.040201005025,17419.0
10046572,0.0,0.06755,0.039599999999999996,0.02,4106.125628140703,59692.0
100465948,0.00035000000000000005,0.06115,0.00185,0.12,1212.5929648241206,9825.0
100466347,0.0,0.09015000000000001,0.0,1.0,3621.0703517587945,15600.0
100466973,0.024450000000000003,0.11585000000000001,0.0016499999999999998,0.16,6352.909547738694,23812.0
100471286,0.0011904761904761906,0.054047619047619046,0.007380952380952381,0.0,10608.658536585366,31792.0
100473304,0.0,0.0,0.0,0.0,,
100485228,0.0,0.09604651162790698,0.0,0.0,129865.26190476191,3294208.0
100486491,0.0,0.12921052631578947,0.0,0.0,15504.324324324325,97200.0
100486545,0.0,0.11727272727272728,0.0,0.04,112348.81481481482,2884891.0
100487190,0.0,0.175,0.0,0.0,990236.0,2548796.0
100488595,0.0,0.25,0.0,0.29,105982.33333333333,259138.0
100488647,0.0,0.30066666666666664,0.0,0.33,88047.78571428571,297936.0
100488820,0.0,0.16038461538461538,0.0,0.0,56617.28,263281.0
100488867,0.0,0.12333333333333334,0.0,0.0,62092.0,118953.0
100489195,0.0,0.0,0.0,0.0,280872.45454545453,1092868.0
100490207,0.0,0.1225,0.0025,0.53,4138.959798994975,78616.0
100491575,0.00035000000000000005,0.1177,0.0,0.07,7758.155778894472,84803.0
100492886,0.0,0.07795,0.004300000000000001,0.41,275.8542713567839,16858.0
10049362,0.04188888888888889,0.024833333333333332,0.009333333333333334,0.0,363312.7765363128,43376658.0
100496300,0.0,0.0,0.0,0.0,53580.0,95978.0
10052292,0.0795,0.0062,0.00155,0.0,4760.065326633166,65549.0
100525486,0.0,0.04,0.1,0.0,449842.5,1041556.0
100532650,0.021111111111111112,0.0,0.0,0.0,307042.3076923077,5009589.0
100532857,0.011565656565656566,0.11338383838383838,0.0022222222222222222,0.16,10017.979695431472,320011.0
100533106,0.02590909090909091,0.08318181818181819,0.011666666666666667,0.0,104827.23076923077,1357268.0
100534821,0.059375000000000004,0.08421875,0.00296875,0.07,10116.181102362205,153681.0
100538039,0.09407407407407407,0.06907407407407408,0.007716049382716049,0.11999999999999998,56827.70807453416,450754.0
100538422,0.0,0.025,0.0,1.0,110.42713567839196,5019.0
100541331,0.09018404907975461,0.06601226993865031,0.04693251533742331,0.06,6139.333333333333,85954.0
100544667,8.620689655172414e-05,0.06327586206896552,0.0001724137931034483,0.63,4385.721739130435,129475.0
100546925,0.02575539568345324,0.1362589928057554,0.0012949640287769784,0.09,57977.615942028984,601052.0
100553826,0.0,0.0669,0.0049499999999999995,0.96,20744.125628140704,1148196.0
100561782,0.0,0.055232558139534885,0.016627906976744187,0.0,13002.447058823529,88548.0
100570136,0.0,0.12095,0.0,0.76,4349.371859296482,323965.0
100573290,0.0011409395973154361,0.04906040268456376,0.003557046979865772,0.0,27340.385135135137,767633.0
100581739,0.001888888888888889,0.11811111111111113,0.0,0.14,178299.04494382022,3109115.0
100586172,0.020263157894736844,0.10631578947368421,0.03631578947368421,0.05,6431.864864864865,70177.0
100595831,0.0,0.12000000000000001,0.0,0.0,296963.875,1543557.0
100598660,0.11775000000000001,0.0526,0.04315,0.03,2838.341708542714,11268.0
100603566,0.0,0.08666666666666667,0.0,0.33,120587.39999999998,486879.0
10060742,0.0006,0.38744999999999996,0.0058000000000000005,0.02,546.3819095477387,7083.0
100609960,0.11,0.0,0.0,0.0,57231.375,168368.0
100611798,0.0032,0.016399999999999998,0.0,0.0,318541.6666666667,2131426.0
100616421,0.171875,0.0,0.0175,0.0,31186.333333333332,324463.0
100618536,0.22954314720812183,0.03802030456852792,0.13878172588832488,0.030000000000000002,70752.77551020408,8203500.0
100618920,0.0,0.0,0.0,0.0,3737.0,3737.0
100630804,0.0,0.0,0.0,0.0,363897.75,1450098.0
100632088,0.07715,0.07425,0.024399999999999998,0.0,15443.371859296483,313297.0
100634460,0.0,0.1219,0.0,0.95,829.1407035175878,14578.0
100637906,0.03895,0.08315,0.0699,0.0,1267.6884422110552,28160.0
100646560,0.027936507936507936,0.11825396825396825,0.011904761904761904,0.0,188203.62903225806,2475773.0
100654150,0.014725274725274726,0.07923076923076923,0.013296703296703296,0.04,29721.600000000002,593099.0
100654892,0.0,0.0675,0.0,0.99,2675.537688442211,3726.0
100656194,0.0015625,0.06125,0.006562500000000001,0.0,5594.096774193548,25207.0
100658879,0.0,0.0,0.0,0.0,311739.6666666667,501218.0
100666075,0.09728643216080402,0.0,0.0,0.0,12754.227272727272,258026.0
100680635,0.02,0.135,0.008,0.3,9605.444444444445,21635.0
100683183,0.018,0.135,0.0,0.0,35469.333333333336,165344.0
100695485,0.002,0.0512,0.016,0.0,7167.833333333332,168281.0
100709127,0.0,0.18666666666666668,0.0,0.13,30563.214285714286,102824.0
100714496,0.08864864864864865,0.028378378378378376,0.0218018018018018,0.02,100438.3909090909,8950331.0
100720345,0.0005,0.10400000000000001,0.0,0.99,3653.7236180904524,7085.0
100723419,0.12121212121212122,0.0028484848484848484,0.07072727272727272,0.02,93735.60975609756,3407155.0
100728322,0.0,0.0603125,0.0,0.88,5826.935483870968,15256.0
100731941,0.019069767441860466,0.09705426356589147,0.0,0.05,62281.515625,2204561.0
100735708,0.0,0.0,0.0,0.0,214.0,214.0
100736779,0.0,0.08575757575757575,0.0,0.39,134532.21875,348374.0
100743884,0.0,0.10781249999999999,0.0,0.08,22709.526315789477,82639.0
100749845,0.005714285714285715,0.08183673469387755,0.16020408163265307,0.9,9.270833333333334,33.0
100760810,0.0,0.10947368421052632,0.0,0.0,647733.3333333334,1930819.0
100765072,0.0,0.11375,0.0,0.0,11409.285714285714,33674.0
100777424,0.0,0.1108888888888889,0.0,0.9599999999999999,7978.568181818182,47064.0
100783610,0.0,0.09380952380952381,0.0,0.67,31598.6,108000.0
100789445,0.0,0.02,0.0,0.25,161264.06666666668,706369.0
100790307,0.0,0.0004145077720207254,0.07155440414507773,0.01,2827.4739583333335,22290.0
100793023,0.008928571428571428,0.06,0.0,0.75,29789.03703703704,247318.0
100794509,0.0,0.054299999999999994,0.00975,0.0,379.8241206030151,3590.0
100794826,0.0,0.05355263157894737,0.029736842105263162,0.24,9154.613333333333,103723.0
100796087,0.11047872340425531,0.0014893617021276596,0.021010638297872343,0.0,1190.2780748663101,30956.0
100796941,0.0,0.12333333333333332,0.0,0.0,8996.5,35227.0
100802649,0.0,0.0,0.0,0.0,,
100808400,0.005944055944055944,0.11216783216783216,0.0009090909090909091,0.54,42172.17605633803,767187.0
100809723,0.0,0.0,0.25,0.0,,
100812784,0.0009523809523809524,0.11238095238095239,0.0009523809523809524,0.0,31173.75806451613,97207.0
100814071,0.013006993006993008,0.02972027972027972,0.0,0.01,27938.542253521126,350431.0
100817731,0.052096774193548384,0.1,0.0,0.98,11.131147540983607,92.0
100818712,0.040697674418604654,0.08906976744186047,0.0,1.0,10.364705882352942,43.0
100819268,0.0,0.04,0.0,0.0,82206.0,82206.0
100820199,0.04390243902439025,0.11475609756097561,0.0,1.0,11.851851851851851,38.0
100830241,0.05609137055837564,0.03538071065989848,0.009137055837563452,0.02,27318.535714285714,317727.0
100832236,0.0,0.06,0.0,0.0,121212.0,121212.0
100832606,0.049999999999999996,0.02586206896551724,0.0,0.0,14653.285714285714,232566.0
100832876,0.005138888888888889,0.13041666666666668,0.030000000000000002,0.1,104852.14084507042,672968.0
100840843,0.0,0.09666666666666668,0.0,0.0,14050.0,26081.0
100842803,0.0,0.052500000000000005,0.02,0.0,3586.1428571428573,8926.0
